RELQ_ID	RELQ_CATEGORY	RelQSubject	RelQBody	RELQ_USERID	RELQ_USERNAME	RELQ_DATE	RELC_ID	RelCText	RELC_RELEVANCE2RELQ	RELC_USERID	RELC_USERNAME	RELC_DATE
Q201_R29	doha shopping	why to dslr cams cost more in qatar ?	i see that the price be high in qatar on dslr cam ? why be it ? can any one suggest how i can by cheap online . i dont have any experience buying thing online . so i need advice : )	U4441	sakib12345	2011-01-24 22:32:54	Q201_R29_C2	well stay away from online purchase ; especially if you want it to be deliver on a qatar address ; that too a digicam ... dslr price be high in qatar a compare to where ?	PotentiallyUseful	U578	flexicode	2011-01-24 22:39:44
Q201_R29	doha shopping	why to dslr cams cost more in qatar ?	i see that the price be high in qatar on dslr cam ? why be it ? can any one suggest how i can by cheap online . i dont have any experience buying thing online . so i need advice : )	U4441	sakib12345	2011-01-24 22:32:54	Q201_R29_C3	on amazon.com it say canon eos rebel t1i 15.1 mp cmos digital slr camera with 3-inch lcd and ef-s 18-55mm f/3.5-5.6 is lens @ $ 589.99 : |	Good	U4441	sakib12345	2011-01-24 22:45:42
Q201_R29	doha shopping	why to dslr cams cost more in qatar ?	i see that the price be high in qatar on dslr cam ? why be it ? can any one suggest how i can by cheap online . i dont have any experience buying thing online . so i need advice : )	U4441	sakib12345	2011-01-24 22:32:54	Q201_R29_C4	canon eos rebel t1i ( canon 500d ) in qatar be qr.2998 which be around $ 821 ... ... ... ...	PotentiallyUseful	U4441	sakib12345	2011-01-24 22:55:49
Q201_R29	doha shopping	why to dslr cams cost more in qatar ?	i see that the price be high in qatar on dslr cam ? why be it ? can any one suggest how i can by cheap online . i dont have any experience buying thing online . so i need advice : )	U4441	sakib12345	2011-01-24 22:32:54	Q201_R29_C5	you can get this for about the same price ( around 2000 qr ) here as well but you need to check at 3 - 4 place for a comparison . there be an undefinable difference in price even on major brand here in qatar ...	PotentiallyUseful	U578	flexicode	2011-01-24 22:55:57
Q201_R29	doha shopping	why to dslr cams cost more in qatar ?	i see that the price be high in qatar on dslr cam ? why be it ? can any one suggest how i can by cheap online . i dont have any experience buying thing online . so i need advice : )	U4441	sakib12345	2011-01-24 22:32:54	Q201_R29_C6	i check lulu & carrefour and the price i find be qr.2999 & 2998 ... ... ... where do i find it @ qr.2000 here ?	Bad	U4441	sakib12345	2011-01-24 22:59:34
Q201_R29	doha shopping	why to dslr cams cost more in qatar ?	i see that the price be high in qatar on dslr cam ? why be it ? can any one suggest how i can by cheap online . i dont have any experience buying thing online . so i need advice : )	U4441	sakib12345	2011-01-24 22:32:54	Q201_R29_C7	because there be not too much specialty store that caters only professional camera ( dslrs ) . mostly camera store can be find only in mall but they be not specialty store . you know how mall owner jack-up price of good ; especially if it come or import outside doha . if you have friend in uae ; you can ask them to buy you one and just ship it you . or ; there be some people sell dlsrs here in ql . you can search the classified ad here .	Good	U4442	omar1733	2011-01-24 23:07:08
Q201_R29	doha shopping	why to dslr cams cost more in qatar ?	i see that the price be high in qatar on dslr cam ? why be it ? can any one suggest how i can by cheap online . i dont have any experience buying thing online . so i need advice : )	U4441	sakib12345	2011-01-24 22:32:54	Q201_R29_C8	omar1733 @ thanx mate ... i 'll check : )	Bad	U4441	sakib12345	2011-01-24 23:12:04
Q201_R29	doha shopping	why to dslr cams cost more in qatar ?	i see that the price be high in qatar on dslr cam ? why be it ? can any one suggest how i can by cheap online . i dont have any experience buying thing online . so i need advice : )	U4441	sakib12345	2011-01-24 22:32:54	Q201_R29_C9	you can try gulf foto in musheirib area .	Good	U4442	omar1733	2011-01-24 23:13:17
Q201_R29	doha shopping	why to dslr cams cost more in qatar ?	i see that the price be high in qatar on dslr cam ? why be it ? can any one suggest how i can by cheap online . i dont have any experience buying thing online . so i need advice : )	U4441	sakib12345	2011-01-24 22:32:54	Q201_R29_C10	you can try b & h which be a trusted one ; they can ship here.or if you know somebody in us or travel there you can ask them to buy it for you . that 's what i do . my friend have order too from some seller in ebay ; mostly d90 .	Good	U1304	cdpascual	2011-01-25 00:52:27
Q201_R35	welcome to qatar	get a job offer of 12000 qr . whats it worth ?	hi ; i be work currently in dubai and i hav be offer a job with a salary of 12000 qr ( inclusive of basic ; hra and transportation ) . you have to get your own place and car . i would like to know how much a single bhk would cost and also how much utility bill would come to for a month ? how costly be it to have food from restaurant a i do not know how to cook . can some one provide an insight please . thank you .	U4443	newtodoha2011	2011-07-04 21:01:10	Q201_R35_C1	which company dude ? ?	Bad	U2	anonymous	2011-07-04 21:08:22
Q201_R35	welcome to qatar	get a job offer of 12000 qr . whats it worth ?	hi ; i be work currently in dubai and i hav be offer a job with a salary of 12000 qr ( inclusive of basic ; hra and transportation ) . you have to get your own place and car . i would like to know how much a single bhk would cost and also how much utility bill would come to for a month ? how costly be it to have food from restaurant a i do not know how to cook . can some one provide an insight please . thank you .	U4443	newtodoha2011	2011-07-04 21:01:10	Q201_R35_C2	hi arshad124 ; sorry but i cant reveal the company detail ... whts ur opinion ? be 12k good enough ?	Bad	U4443	newtodoha2011	2011-07-04 21:23:26
Q201_R35	welcome to qatar	get a job offer of 12000 qr . whats it worth ?	hi ; i be work currently in dubai and i hav be offer a job with a salary of 12000 qr ( inclusive of basic ; hra and transportation ) . you have to get your own place and car . i would like to know how much a single bhk would cost and also how much utility bill would come to for a month ? how costly be it to have food from restaurant a i do not know how to cook . can some one provide an insight please . thank you .	U4443	newtodoha2011	2011-07-04 21:01:10	Q201_R35_C3	hmmm ; depend on which company you know : /	Bad	U2	anonymous	2011-07-04 21:41:01
Q201_R35	welcome to qatar	get a job offer of 12000 qr . whats it worth ?	hi ; i be work currently in dubai and i hav be offer a job with a salary of 12000 qr ( inclusive of basic ; hra and transportation ) . you have to get your own place and car . i would like to know how much a single bhk would cost and also how much utility bill would come to for a month ? how costly be it to have food from restaurant a i do not know how to cook . can some one provide an insight please . thank you .	U4443	newtodoha2011	2011-07-04 21:01:10	Q201_R35_C4	seriously message me the company atleast ... .	Bad	U2	anonymous	2011-07-04 21:42:00
Q201_R35	welcome to qatar	get a job offer of 12000 qr . whats it worth ?	hi ; i be work currently in dubai and i hav be offer a job with a salary of 12000 qr ( inclusive of basic ; hra and transportation ) . you have to get your own place and car . i would like to know how much a single bhk would cost and also how much utility bill would come to for a month ? how costly be it to have food from restaurant a i do not know how to cook . can some one provide an insight please . thank you .	U4443	newtodoha2011	2011-07-04 21:01:10	Q201_R35_C5	firstly it depend on your life style ; and then if you be get more then 12000qar ; in dubai then better off to stay there ... the desicion be all yours ...	Good	U74	FlyingAce	2011-07-04 21:42:30
Q201_R35	welcome to qatar	get a job offer of 12000 qr . whats it worth ?	hi ; i be work currently in dubai and i hav be offer a job with a salary of 12000 qr ( inclusive of basic ; hra and transportation ) . you have to get your own place and car . i would like to know how much a single bhk would cost and also how much utility bill would come to for a month ? how costly be it to have food from restaurant a i do not know how to cook . can some one provide an insight please . thank you .	U4443	newtodoha2011	2011-07-04 21:01:10	Q201_R35_C6	well the salary seem to be good ; but if you be bring your family then house of 2bk without furnish and good lcoation would not cost you less then 4000 qr . then furnuiture and basic requirement that shall shoot upto 10k . so indirect 5k per month would be the rent . then car if you go for high end car apprx start from 100000 to 123000 then monthy emi would be between 4000 to 4500. then food and other expensies..now it be totallly depend on how you spend it dude . according to me it good salary . but spend wisely and save for your further .	Good	U4444	qatartalks	2011-07-04 21:47:49
Q201_R35	welcome to qatar	get a job offer of 12000 qr . whats it worth ?	hi ; i be work currently in dubai and i hav be offer a job with a salary of 12000 qr ( inclusive of basic ; hra and transportation ) . you have to get your own place and car . i would like to know how much a single bhk would cost and also how much utility bill would come to for a month ? how costly be it to have food from restaurant a i do not know how to cook . can some one provide an insight please . thank you .	U4443	newtodoha2011	2011-07-04 21:01:10	Q201_R35_C7	@ arshad124 mate sorry again but i cant mention it ... .and whts the company name get to do with this salary ? @ flyingace : i make arround 9k here in dubai ... this job pay more but i hav hear it quite costly there ... my lifesytle be more or less simple . i pa	Bad	U4443	newtodoha2011	2011-07-04 21:54:08
Q201_R35	welcome to qatar	get a job offer of 12000 qr . whats it worth ?	hi ; i be work currently in dubai and i hav be offer a job with a salary of 12000 qr ( inclusive of basic ; hra and transportation ) . you have to get your own place and car . i would like to know how much a single bhk would cost and also how much utility bill would come to for a month ? how costly be it to have food from restaurant a i do not know how to cook . can some one provide an insight please . thank you .	U4443	newtodoha2011	2011-07-04 21:01:10	Q201_R35_C8	hi qatartalks ; well i be a bachelor for now and no plan to get married soon.also i plan to export my car from dubai to doha ... how much do a decent studio cost at wakrah ? saving be important to me and also i will need tht for a future family life..so with 12k salary would like to calculate wht my expense would be ... thanx for the support ...	Bad	U4443	newtodoha2011	2011-07-04 22:00:42
Q201_R35	welcome to qatar	get a job offer of 12000 qr . whats it worth ?	hi ; i be work currently in dubai and i hav be offer a job with a salary of 12000 qr ( inclusive of basic ; hra and transportation ) . you have to get your own place and car . i would like to know how much a single bhk would cost and also how much utility bill would come to for a month ? how costly be it to have food from restaurant a i do not know how to cook . can some one provide an insight please . thank you .	U4443	newtodoha2011	2011-07-04 21:01:10	Q201_R35_C9	not worth the change for just 3000 extra . nothing compare to dubai ... here thing be not that economical a oppose to the thought ... i be in dubai.. and i believe that dubai be now much good ; a compare to what it use to be.. but again.. compare the prospect when u change the job ; what be the growth prospect ... keep bear in mind.. the cost of living be go to increase ... and rate of inflation will be much high than dubai..	PotentiallyUseful	U4445	zuzo	2011-07-04 22:02:43
Q201_R35	welcome to qatar	get a job offer of 12000 qr . whats it worth ?	hi ; i be work currently in dubai and i hav be offer a job with a salary of 12000 qr ( inclusive of basic ; hra and transportation ) . you have to get your own place and car . i would like to know how much a single bhk would cost and also how much utility bill would come to for a month ? how costly be it to have food from restaurant a i do not know how to cook . can some one provide an insight please . thank you .	U4443	newtodoha2011	2011-07-04 21:01:10	Q201_R35_C10	hi zuzo ; well the growth prospect later on for me would be well . a of now i be change my line of work..if i set a target of 2 year in doha and then head back to dubai then i myt have a good growth when i get back here ... thank u for that honest comment ... i still have 2 week to decide . dubai be good ; but chance of landing in a good job be less now.i have be here for 3 year and the market be not good a it use to be ... but inflation in qatar i agree myt be higher..if i be aim at just 2 year ; whts your opinion ?	Bad	U4443	newtodoha2011	2011-07-04 22:08:52
Q201_R41	salary and allowances	is 30000 qar good enough salary for a couple to move to qatar ?	moving to qatar soon ; have receive an offer of qar 30k ; be that good enough for a couple to be in qatar ? we have no kid .	U4446	bioless	2011-05-25 06:09:00	Q201_R41_C1	that 's good offer ... welcome to qatar ... : - )	Good	U2	anonymous	2011-05-25 06:42:55
Q201_R41	salary and allowances	is 30000 qar good enough salary for a couple to move to qatar ?	moving to qatar soon ; have receive an offer of qar 30k ; be that good enough for a couple to be in qatar ? we have no kid .	U4446	bioless	2011-05-25 06:09:00	Q201_R41_C2	i be receive less than that and i have move to qatar with wife and 3 kid and yet somehow we manage to survive ... surely 30k qr will be more than good enough for you and your wife to live and enjoy life in doha ...	Good	U308	tryke	2011-05-25 06:46:05
Q201_R41	salary and allowances	is 30000 qar good enough salary for a couple to move to qatar ?	moving to qatar soon ; have receive an offer of qar 30k ; be that good enough for a couple to be in qatar ? we have no kid .	U4446	bioless	2011-05-25 06:09:00	Q201_R41_C3	i be receive less than that and i have move to qatar with my wife and 3 kid and yet somehow we manage to survive ... surely 30k qr will be more than good enough for you and your wife to live and enjoy life in doha ...	Good	U308	tryke	2011-05-25 06:49:26
Q201_R41	salary and allowances	is 30000 qar good enough salary for a couple to move to qatar ?	moving to qatar soon ; have receive an offer of qar 30k ; be that good enough for a couple to be in qatar ? we have no kid .	U4446	bioless	2011-05-25 06:09:00	Q201_R41_C4	oh come on ... be you stupid or what . that be good money and you know it . if you ca n't figure out if that be a good enough salary then you do n't deserve that amount .	Bad	U134	timebandit	2011-05-25 07:18:31
Q201_R41	salary and allowances	is 30000 qar good enough salary for a couple to move to qatar ?	moving to qatar soon ; have receive an offer of qar 30k ; be that good enough for a couple to be in qatar ? we have no kid .	U4446	bioless	2011-05-25 06:09:00	Q201_R41_C5	it depend on your live standard and expectation for saving . in this connection it be important to know do all allowance ( specialy accomodation allowance ) be include or not in this amount . for example rent of a villa will be in the range of 12 ; 000 - 20 ; 000 qr etc . good luck	Good	U4238	samiko	2011-05-25 07:20:49
Q201_R41	salary and allowances	is 30000 qar good enough salary for a couple to move to qatar ?	moving to qatar soon ; have receive an offer of qar 30k ; be that good enough for a couple to be in qatar ? we have no kid .	U4446	bioless	2011-05-25 06:09:00	Q201_R41_C6	do you think that you will earn that amount in your country ? ? ? ? cmon ... ... and how come a lot of expats are coming to work instead in their home country ? ? ? ? ? dont be so silly ... .	PotentiallyUseful	U2	anonymous	2011-05-25 07:26:39
Q201_R41	salary and allowances	is 30000 qar good enough salary for a couple to move to qatar ?	moving to qatar soon ; have receive an offer of qar 30k ; be that good enough for a couple to be in qatar ? we have no kid .	U4446	bioless	2011-05-25 06:09:00	Q201_R41_C7	it depend if it be exclude the accomodation or include because if you want to live in a villa you need something like 10000 qr monthly and if it it be include then you will end up with 20000 which be enough to live a meduam life for you and your family to be honst i think it be a good salary for an engineer or maybe senior person so go a head and good luck	Good	U4447	Al-Khor	2011-05-25 07:28:24
Q201_R41	salary and allowances	is 30000 qar good enough salary for a couple to move to qatar ?	moving to qatar soon ; have receive an offer of qar 30k ; be that good enough for a couple to be in qatar ? we have no kid .	U4446	bioless	2011-05-25 06:09:00	Q201_R41_C8	depend which one be your life-style ? is the accommodation pay by company ? and the car ( 3000 for rent ) ? do you like compound villa ( 12000 ) or apartment ( 7000 ) ? do you like club ( 500 per month ) ? do you like drink alcohol ( 500 per month ) ? do you like go to restaurant ( 700 per month ) ? your wife like new clothes ( 1000 per month ) ? qr 30.000 be not enough for western couple !	Good	U561	bral1960	2011-05-25 07:33:33
Q201_R41	salary and allowances	is 30000 qar good enough salary for a couple to move to qatar ?	moving to qatar soon ; have receive an offer of qar 30k ; be that good enough for a couple to be in qatar ? we have no kid .	U4446	bioless	2011-05-25 06:09:00	Q201_R41_C9	if it 's not at least 3x what you be earn in your home country then i think that would not be enough just my two cent	Good	U1178	wbaylagoon	2011-05-25 08:28:04
Q201_R41	salary and allowances	is 30000 qar good enough salary for a couple to move to qatar ?	moving to qatar soon ; have receive an offer of qar 30k ; be that good enough for a couple to be in qatar ? we have no kid .	U4446	bioless	2011-05-25 06:09:00	Q201_R41_C10	for a manager from uk ; it be reasonable . not too good . you need qr6500 ( 2 br appartment with out gym & swim pool ) - 14000 ( 4br compound villa with swim pool ; gym etc ) for accomodation 2300 for car ; 300 for petrol . 2500 for food ( if you cook ) 2000 for week end outing ; 1500 for child education . all togeter around qr15000 will go a minimum expense . if you be bless with free accommodation ; this salary be very good .	Good	U4448	aja91	2011-05-25 08:53:46
Q202_R11	advice and help	traffic ticket rules	hi all ; think i am in trouble ; while passing a flashing green light i kind of thought the radar took a pic of me.. everybody is telling me that the ticket is only for red light passing can anyone help ?	U4449	tonyhanna1	2011-05-16 20:57:15	Q202_R11_C1	no ticket for cross over a flashing green light - technically it 's still green and flashing be just a warning that it 'll turn red the flashing you think you saw be probably the guy behind you flash you to drive faster or get out of the way : o )	Good	U1048	bea_7	2011-05-16 21:04:20
Q202_R11	advice and help	traffic ticket rules	hi all ; think i am in trouble ; while passing a flashing green light i kind of thought the radar took a pic of me.. everybody is telling me that the ticket is only for red light passing can anyone help ?	U4449	tonyhanna1	2011-05-16 20:57:15	Q202_R11_C2	speed camera be instal on traffic intersection . flashing green - you put your fut down and bang : 500qr if you be lucky . i cross ramada signal on flash green at 2am do about 90km/h . result 600qr and 4 point . be careful mate .	Good	U4450	Jorjetka	2011-05-16 21:27:31
Q202_R11	advice and help	traffic ticket rules	hi all ; think i am in trouble ; while passing a flashing green light i kind of thought the radar took a pic of me.. everybody is telling me that the ticket is only for red light passing can anyone help ?	U4449	tonyhanna1	2011-05-16 20:57:15	Q202_R11_C3	man ; i swear it have just start blinking ; and jorjetka ; i rent a f***ing seat ibiza ; it take like 10 min to get from 0 to 80 so i be max 60 km/h fast ; hope u r both right and i get away with it ... will keep u post	Bad	U4449	tonyhanna1	2011-05-16 21:46:51
Q202_R11	advice and help	traffic ticket rules	hi all ; think i am in trouble ; while passing a flashing green light i kind of thought the radar took a pic of me.. everybody is telling me that the ticket is only for red light passing can anyone help ?	U4449	tonyhanna1	2011-05-16 20:57:15	Q202_R11_C4	it 's very simple mate ; if the light be green ; flash green or even orange when you pass & you saw the camera flash ; you be do over 80 kmph ... check online in about 2 day & you 'll know for sure either way ... good luck !	Good	U2	anonymous	2011-05-16 23:08:47
Q202_R11	advice and help	traffic ticket rules	hi all ; think i am in trouble ; while passing a flashing green light i kind of thought the radar took a pic of me.. everybody is telling me that the ticket is only for red light passing can anyone help ?	U4449	tonyhanna1	2011-05-16 20:57:15	Q202_R11_C5	how much be the relaxation in the speed limit set on the radarshere in qatar ? as in dubai you can generally go 20km/h over the displayed speed limit ... sheikh zayed road be an exception where you can drive upto 160km/h where a the speed limit be display at 120km/h ... waiting for your comment ...	Bad	U4451	akifssa	2011-05-16 23:09:48
Q202_R11	advice and help	traffic ticket rules	hi all ; think i am in trouble ; while passing a flashing green light i kind of thought the radar took a pic of me.. everybody is telling me that the ticket is only for red light passing can anyone help ?	U4449	tonyhanna1	2011-05-16 20:57:15	Q202_R11_C6	here 80 mean 80 ; no relaxation .	Bad	U11	roy_dig	2011-05-16 23:29:55
Q202_R11	advice and help	traffic ticket rules	hi all ; think i am in trouble ; while passing a flashing green light i kind of thought the radar took a pic of me.. everybody is telling me that the ticket is only for red light passing can anyone help ?	U4449	tonyhanna1	2011-05-16 20:57:15	Q202_R11_C7	you guy be still lucky that you ppl drive your car @ 80km or sometime 100 - 120km.. here in australia the maximum speed be 70km even in highway it not more then 80 ... ... which be such a bull s*** ...	Bad	U2668	mr_qatar	2011-05-17 06:31:17
Q202_R11	advice and help	traffic ticket rules	hi all ; think i am in trouble ; while passing a flashing green light i kind of thought the radar took a pic of me.. everybody is telling me that the ticket is only for red light passing can anyone help ?	U4449	tonyhanna1	2011-05-16 20:57:15	Q202_R11_C8	if you have smile to the camera ; they will let u pay a 100qr only . but since u do not that must be serious : p	Bad	U861	xxc	2011-05-17 09:28:11
Q202_R11	advice and help	traffic ticket rules	hi all ; think i am in trouble ; while passing a flashing green light i kind of thought the radar took a pic of me.. everybody is telling me that the ticket is only for red light passing can anyone help ?	U4449	tonyhanna1	2011-05-16 20:57:15	Q202_R11_C9	speeding and crossing red light be two different thing pple ! if you be at a right speed and only cross on flash green - it 's fine . i 've do it so many time that if i be to get a fine ; i 'd be out of business by now : o )	Good	U1048	bea_7	2011-05-20 16:58:17
Q202_R11	advice and help	traffic ticket rules	hi all ; think i am in trouble ; while passing a flashing green light i kind of thought the radar took a pic of me.. everybody is telling me that the ticket is only for red light passing can anyone help ?	U4449	tonyhanna1	2011-05-16 20:57:15	Q202_R11_C10	hey ; checked on the website ; nothing there yet ; supposedly i must have be catch on monday . any chance i 'd still have a ticket after 4 day ?	Bad	U4449	tonyhanna1	2011-05-20 19:33:26
Q202_R17	qatar living lounge	crossing red signals on doha road	why people be cross red signal on doha roads ? i think signal be change quickly than on dubai road and it hard for the motorist to control their vehicle ? moreover ; motorist be bit panic fear the penalty a per the new traffic law .	U3327	dhanurath	2008-06-29 17:37:34	Q202_R17_C1	this be a big problem which need to be address by authorities real soon : (	PotentiallyUseful	U2	anonymous	2008-06-29 17:41:33
Q202_R17	qatar living lounge	crossing red signals on doha road	why people be cross red signal on doha roads ? i think signal be change quickly than on dubai road and it hard for the motorist to control their vehicle ? moreover ; motorist be bit panic fear the penalty a per the new traffic law .	U3327	dhanurath	2008-06-29 17:37:34	Q202_R17_C2	its always a tension . scary	Bad	U4452	Mayasunil	2008-06-29 17:52:05
Q202_R17	qatar living lounge	crossing red signals on doha road	why people be cross red signal on doha roads ? i think signal be change quickly than on dubai road and it hard for the motorist to control their vehicle ? moreover ; motorist be bit panic fear the penalty a per the new traffic law .	U3327	dhanurath	2008-06-29 17:37:34	Q202_R17_C3	dont cross red signal always cross green signal . and never trust the middle one it do get crazy some time . [ img_assist|nid=73057|title=.|desc=|link=none|align=left|width=|height=0 ]	Bad	U210	DaRuDe	2008-06-29 18:09:00
Q202_R17	qatar living lounge	crossing red signals on doha road	why people be cross red signal on doha roads ? i think signal be change quickly than on dubai road and it hard for the motorist to control their vehicle ? moreover ; motorist be bit panic fear the penalty a per the new traffic law .	U3327	dhanurath	2008-06-29 17:37:34	Q202_R17_C4	-- -- lolo for me i get 6000 qr last week a violation due to this signal --	Bad	U2327	lolo123	2008-06-29 18:19:46
Q202_R17	qatar living lounge	crossing red signals on doha road	why people be cross red signal on doha roads ? i think signal be change quickly than on dubai road and it hard for the motorist to control their vehicle ? moreover ; motorist be bit panic fear the penalty a per the new traffic law .	U3327	dhanurath	2008-06-29 17:37:34	Q202_R17_C5	this people who cross on red signal be the most idi*ts man i ever see ... do they do n't have traffic signal way back in their country ... ? or the car in their country run about 10km/hr ? ..mostly of them be same like u ... expats ... oooh ... how i feel sad about this guy put their self in danger in a foreign soil ... robin ! ! ! get the batcar in the batcave ! ! ! http : //www.qatarliving.com/user/spanky1423 spanky1423 's picture	Good	U4453	spanky1423	2008-06-29 18:21:41
Q202_R17	qatar living lounge	crossing red signals on doha road	why people be cross red signal on doha roads ? i think signal be change quickly than on dubai road and it hard for the motorist to control their vehicle ? moreover ; motorist be bit panic fear the penalty a per the new traffic law .	U3327	dhanurath	2008-06-29 17:37:34	Q202_R17_C6	i be look more at the traffic light than i be at the car in front of me/ ... ..lol life 's too short so make the most of it ; you only live but once ... ... .	Bad	U475	spicemom	2008-06-29 22:49:48
Q202_R17	qatar living lounge	crossing red signals on doha road	why people be cross red signal on doha roads ? i think signal be change quickly than on dubai road and it hard for the motorist to control their vehicle ? moreover ; motorist be bit panic fear the penalty a per the new traffic law .	U3327	dhanurath	2008-06-29 17:37:34	Q202_R17_C7	spicemom.. same here.. after i get a few speeding tickets.. i concentrate more on the light now.. the bad r near villagio.. the green doesnt even blink..	Bad	U317	harsha	2008-06-29 23:50:56
Q202_R17	qatar living lounge	crossing red signals on doha road	why people be cross red signal on doha roads ? i think signal be change quickly than on dubai road and it hard for the motorist to control their vehicle ? moreover ; motorist be bit panic fear the penalty a per the new traffic law .	U3327	dhanurath	2008-06-29 17:37:34	Q202_R17_C8	they should have a timer show howmany second be leave . i have see it ; that it start from some 30 or so and reduces to zero . so we will knwo exactly how much time be leave to cross or wait for the next	Bad	U4452	Mayasunil	2008-07-01 09:01:33
